Comment,Negative,Neutral,Positive
J'ai eu un entretien téléphonique de trente minutes où l'on m'a demandé de me présenter et d'expliquer mon parcours. On m'a ensuite demandé de décrire ce que j'avais compris du poste pour lequel je postulais et de dire comment l'organisation était financée.,0.0010371844,0.99696547,0.0019973041
Weird negative interview process I've done it a few times. The recruitment officer (always an entrylevel sort of robotlike HQ staff member) calls and asks you to turn your video on while they keep if off. Then they rattle off a list of prewritten questions (who are our donors? what do we do? how many times have you done an assessment? etc.) and transcribe your answers. It is unlikely they know anything about the actual position or understand how your skillset relates. Save your technical prep for later interviews because this is basically a checklist. If you manage to pass this troll under the bridge then you get a technical test and only after the technical test do you finally get to speak to people about the position who actually might know what they're talking about.   Acted is notorious within the sector for hiring early 20somethings with little to no experience and throwing them into fieldbased positions that are over their heads (or recruitment officer positions with no background in the humanitarian sector). It is also notorious for having a frustratingly silly hiring process.   I will commend them for being very upfront about salary. The salary offered for an AME officer is like 1600 euros a month  a few hundred extra for expenses.,0.9986558,0.0011809756,0.00016325968
Premier entretien sur skype concernant les standards de l'entreprise et la motivation technique puis test de compétance puis entretien avec les directeurs recoupant thématiquement les deux entretiens precedants. Le dernier entretien dure environ 2 heures et les questions s'affinent progressivement pour atteindre les limites de mes compétances.,0.00074843445,0.99657464,0.002676939
Un premier entretien de 20 min avec des questions Rh type par Skype. Si cet entretien est concluant un test technique et enfin un entretien d'une heure au siège.,0.0004223083,0.996786,0.0027916706
Le processus se déroule en 3 phases: Entretien RH de 20 minutes (motivations et expériences) Test Technique concernant des aspects logistiques  Entretien RH  Responsable Logistique > motivations et compétences techniques,0.00027044845,0.9980319,0.0016976818
One way Skype interview was a bit weird but the interviewee was lovely and the communication was easy to have. Overall it was a positive experience in my interview with ACTED.,0.0027020122,0.7358881,0.26140988
Skype avec vidéo (pour moi) mais sans vidéo pour ACTED pour un premier entretien avec une RH. Ensuite test et dernier entretien avec la personne en charge du service pour lequel vous avez postulé.,0.00052599655,0.996447,0.0030269963
"Skype interview with junior HR staff.  Be aware that a Skype ""call"" means that it will be a oneway video call  the interviewer will be able to see you but you will not be able to see the interviewer.",0.1080413,0.8916076,0.00035106455
I was contacted for a position that was different from the position I applied for. I firstly had a preliminary interview with an HR Officer. It was an easy 30 minutes conversation. After a week a had a second interview with a panel (HR  child protection manger country representative ). The second one was a long and extensive conversation with more technical questions about the role and the challenges existing in the country.,0.0009912845,0.998445,0.0005638691
La première partie de cet entretien s'est faite sur SKYPE  lors de cette première partie j'ai été questionné sur mes motivations pour intégrer l'entreprise  sur mes connaissances sur l'entreprise et le secteur des ONG. Ensuite des questions sur mon projet professionnel et personnel m'ont été demandé afin d'avoir une idée sur mon plan de carrière.,0.0008465025,0.9975479,0.0016055639
Process rapide clair et efficace1er entretien de préselection avec une Chargée de Recrutement d'environ 30 minutes (avec passage en anglais pendant l'entretien) puis test technique écrit et 2nd entretien plus long plus approfondi.,0.0005129751,0.99568427,0.0038027882
I submitted a cover letter and didn't hear back after a month so got in touch with HR. They then offered me the opportunity to be interviewed for the role I applied for but in a different location.,0.0053595435,0.9943551,0.00028546198
Applied for a position in Tunisia for 12 months was offered and interview for a position in Niger for 6 months. As I declined saying I was not interested in working in Niger I was told the position in Tunisia was fulfilled already. However I found later on the same position published on several website.,0.005462399,0.994379,0.00015859789
Le processus s’est déroulé en trois étapes :  Appel téléphonique (questions de base sur le profil)  Test écrit  Appel Skype avec les RH le Chef de Mission et le référent technique du siège,0.00032797657,0.99548537,0.0041866414
First interviewed by HR for 30 minutes (general questions on availability strenghts/weaknesses accomplishments in y previous position). Second: received written test to be completed in 2hours. Third: invited for a final interview with the HR HQ and CO Director.,0.00030672154,0.99888855,0.0008047775
Un entretien RH un test technique (word excel) un dernier entretien avec directrice/directeur pays une personne RH et un responsable département. Tout le process peut se faire uniquement via skype et la mission peut être changée après même cet entretien,0.00030553888,0.9973361,0.0023583574
Un premier entretien RH de routine un test technique avec documents à remplir selon l'activité du département un dernier entretien avec un RH et un manager. Entretiens assez aisés. Se renseigner sur les spécificités de la fonction recherchée dans l'humanitaire et sur certaines des activités de l'ONG. Les tests techniques sont en rapport avec le programme de licence/master qui correspond à l'intitulé du stage.,0.00058300904,0.99731296,0.0021039727
I had the first HR interview. The interview looked as a survey. My interviewer asked me questions and noted my short answers in her computer. She expected standard answers she was not open to alternatives of the experiences ACTED expect.,0.9977151,0.0021473097,0.00013766864
This was a nice and easy process with 3 interviews. First a skype interview of 15 min followed by an interview with head of HR and then interview with team on the field,0.0029646799,0.2348975,0.76213783
The interview process was horrible. They play with your emotions and make you think you are doing horribly. When you finally stand up for yourself and tell them that they are acting unprofessionally they tell you that they are just testing you to see what you will do. This is not a great first impression of the company but it is an accurate one.,0.9979462,0.0019138677,0.00013990262
Premier entretien de sélection via skype. Durée 30min. Les questions posées sont générales et ne sont pas techniques. La deuxième phase corresponds à un test technique demandé aux candidats (étude de cas pendant 2h). La troisième étape est un entretien avec les responsables opérationnels et des ressources humaines d'ACTED.,0.00060875266,0.99773186,0.0016593812
I sent my CV and was contacted within a week by email and asked to Interview on Skype. Quite hard questions were asked I would recommend reading up on humanitarian work in depth first.,0.9974758,0.0024093422,0.000114897906
Entretien téléphonique test entretien physique à Paris et entretien skype avec le terrain. Ce processus vise à évaluer vos connaissances sur le secteur humanitaire (processus de reporting et PD architecture technique ...) ainsi que vos compétences de rédaction et d'analyse.,0.00042525466,0.9975242,0.0020505143
4 ENTRETIENS : 2 avec le siège 1 avec le terrain 1 avec l'agence lead (Cluster).  Les entretiens sont très ouverts. Les RH cherchent vraiment à connaitre le candidat afin de lui proposer une mission adaptée. Les entretiens de compétences sont assez simples mais à préparer pour le debriefing. Différentes propositions de postes peuvent être proposés par le RH. Toujours justifier le choix.,0.00053547847,0.998038,0.0014265459
First I had an interview via Skype with HR staff; This was followed up by an interview at HQ with HR and program staff. The time between application and interview was short  about 2 weeks.,0.8802752,0.11925319,0.00047160278
I applied by email and they called me a few days later for an interview with a recriter based in Paris. Then I had to undergo another interview with the Regional Coordinator who at the time was acting as country director for the country I was supposed to go. The only problem was that I applied for Darfur and in the end I ended up in South Sudan but this was not the organization fault as it was due to problems with the visa a quite common  problem in Sudan.,0.0025221803,0.99727494,0.00020298416
Test psychothecnique et entretien de motivation pour effectuer la formation mes expériences passées et mes compétences comment j'ai choisi cette formation de technicien supérieur en automatisme et informatique industrielle  pourquoi l'AFPA et pas ailleurs,0.00048690027,0.99799854,0.0015145368
Entretien avec le directeur de centre  test de positionnement avec retour de l'assistante RH  Entretien final avec la DRH qui reprend le contour du poste pour vérifier si le poste correspond bien aux attentes du candidat,0.0003337913,0.99806577,0.0016004466
J’ai fait une formation à l’afpa franchement c’était une excellente expérience j’ai beaucoup à pris sur le métier. Aujourd’hui grâce à cette formation je peux faire mon métier. Je suis sortie de la formation avec des compétences qu’il me faut.,0.0012872841,0.98242676,0.016285874
Tests de compétences et de personnalité suivis d'un entretien portant sur les expériences décrites sur le CV et une mise en situation professionnelles :  préparer une séquence de formation et tout son déroulé à présenter face à un jury.,0.0006217256,0.997068,0.0023103026
Rendez vous pris rapidement après la candidature. Accueil dans les bureaux présentation de mon parcours professionnel et présentation de l'entreprise par la recruteuse. Ensuite j'ai fais un test de personnalité que nous avons débriefé par la suite.,0.0016734994,0.9927159,0.005610615
C'était me concernant des tests de groupe et ensuite c'était un entretien basé sur les motivations à rejoindre les stagiaires de la formation professionnelle dans le secteur d'activité choisi on a posé des questions sur la personnalité et la connaissance du métier etc,0.0005698725,0.99815696,0.0012731919
Reçu au siège régional par un chargé de recrutement. Passage de tests psychologiques de tests d'évaluation professionnelle (connaissance du métier qui sera enseigné puis entretien avec le chargé de recrutement. Pas de debrief cependant des résultats aux tests.,0.00066253124,0.99587053,0.0034669244
Processus de recrutement fait par la responsable RH de la région avec le concours du manager de formation durée des entretiens et des spécificités demandés durant cet entretien qui a duré la journée,0.00065668824,0.99728787,0.0020554229
départ sur le bout des pieds sans euphorie après une carrière bien remplie sans reconnaissances particulière de la part de l'entreprise alors que je me suis impliqué dans un fonctionnement au mieux des conditions pour souvent faire des miracles sans budget en adéquation avec les travaux engagés,0.0006409668,0.9971892,0.002169869
Several days after applying online I received a call back from a recruiter who said she will try to arrange an interview for me in person. She emailed me back with the time and the name of the person who was to interview me.,0.007851947,0.99192965,0.00021841387
letrtre papier pour la candidature convocation essais professionnels questions diverses sur la motivation tests psychotechniques entretien avec deux ingénieurs restitution et debrieffing puis notification du résultat au bout de 3 jours,0.00050566933,0.9972198,0.0022745254
Un appel téléphonique entretien RH pour présenter dans les grandes lignes le poste et clarifier mes attentes env 30 minutes ; un entretien visio directrice de filière pour clarifier le poste affiner les missions et les priorités mes attentes  env 1 heure,0.00043329553,0.9963109,0.003255848
1 er  entretien avec le Responsable Recrutement Régions 2 ème entretien RRH  3 ème entretien avec le directeur Territorial  les entretiens se sont bien déroulés orientés sur les compétences et l'expériences,0.00030580515,0.99819666,0.0014975084
j'ai eu un entretien téléphonique puis un entretien physique qui se sont plutôt bien déroulés mais la personne m'a fait poireauté pendant un mois en me disant que je faisais parti des favoris avant de me refuser.,0.00068075873,0.99584347,0.003475782
Le processus de recrutement s'est malheureusement passé avec plusieurs difficultés.   1: Une date d'entretien est fixée et finalement un lapin est posé le jour du dit entretien par le department RH.  (ca arrive)  2: Une fois le 3e entretien passé la responsable RH m'indique qu'elle reviendra vers moi d'ici quelques jours ce qui n'a bien sur pas été le cas.   Une réponse par courriel reçu plus de 15 jours après l'envoi du courriel de relance... un suivi qui laisse vraiment à désirer.,0.00047444444,0.9985839,0.00094164204
Deux personnes sont passés en entretien avec moi. On m'a posé pas mal de questions techniques sur l'outil qu'on utilise actuellement ainsi que des cas concrets pour les situations réelles. La motivation a été testée également.,0.0014336568,0.99715877,0.0014075533
Bon entretien je n’ai aucun problème à signaler concernant cet échange. La personne m’a écouté a posé des questions et nous avons débriefer ensemble. Globalement je suis satisfait de ce rdv.,0.000948541,0.99581355,0.0032379378
Entretien zoom des questions classiques et personnelles sur les différentes expériences vécues: scolaires professionnelles ce que ça pourrait apporter maintenant au poste auquel je postule une réponse en anglais sur ma motivation,0.0004954844,0.9975407,0.0019638338
Candidature classique par email puis appel du.de la responsable pour proposer un entretien téléphonique d'environ 1h au cours duquel des questions théoriques et de mise en situation sont posées.,0.0005354762,0.99682343,0.0026411188
Une rencontre avec un DAF qui n'etait pas un recruteur mais un ancien expert comptable. aucune technique de recrutement pour l'entretien. Jugement pour prise du  poste sur le feeling du candidat.,0.0006638261,0.9954464,0.003889738
On passe en premier temps un entretien RH : on pose des questions plutôt sur les motivations  parcours..Ensuite un entretien avec le manager de l'équipe : plutôt sur la technicitéet le 3 ème avec le responsable du pôle.,0.00044551812,0.99784243,0.00171202
Convoqué en rendez vous et jugé dès la salle d'attente.  Comme quoi je n'avais pas un physique assez mâture pour le poste. On m'a conseillé de mettre ma photo sur mon CV. J'ai été bien refroidie.,0.00074584474,0.99715924,0.0020950006
La sélection s'est faite sur diplôme via internet à l'issue de cette phase une réunion s'est déroulée sur le site de la CroixRouge et le choix a été proposé aux candidats d'intégrer l'association ou non en fonction du ressenti et des motivations de chacun pour le poste proposé. J'ai décidé d'intégrer l'association pour des raisons pratiques liées à une formation suivie en parallèle.,0.0008010372,0.99756074,0.0016382444
It was long but we were talking about my life in general the way that I see thing and the way that I want to help them in the future,0.00035123242,0.9986707,0.0009781504
Processus classique: RH manager DG. Pas de mises en difficulté mais questionnement très pertinent entretien s'apparentant plus à une conversation qu'à un entretien avec le RH autres entretiens plus classiques.,0.0004376018,0.99845076,0.0011115539
Parcours entretien classique: entretien RH au téléphone entretien Manager puis entretien avec N2. On m'a aussi demandé de faire un cas pratique/mis en situation entre le deuxième et troisième entretien.,0.0004693995,0.9978199,0.0017107885
Entretien de personnalité de 45 minutes auquel s'ajoute deux entretiens de langues. Les questions varient entre personnelles et assez générales et des mises en situations professionnelles.  L'étudiant doit se présenter pendant 5 minutes de prise de parole continue puis  laisse champs libre au jury pendant 40 minutes afin qu'il connaissance votre profil. Les questions sont parfois destabilisantes le but du jury est d'avoir un aperçu global de votre personnalité et de ce que vous pourrez apporter à  l'école.,0.00071630854,0.9978206,0.0014630397
Le RRH de Essec Executive Education m’a imposé un entretien téléphonique à l’improviste. Il devait me répondre sous 8 jours  je n’ai eu aucune nouvelle. Je l’ai relancé. Il m’a rappelé alors qu’il avait ses enfants entre les jambes. Il n’a pas été capable de me donner un motif factuel justifiant le rejet de ma candidature. Attitude très peu professionnelle.,0.00068485853,0.99629277,0.003022429
It was a 45 mins interview process and my questions were based on my statement of purpose. They wanted to see my motivation and validate if all my experience was true. They were very friendly.,0.0010894858,0.98796487,0.010945581
Très simple et rapide avec pas mal d'aide et d'indications. Très gentils et aimables ! Continuez comme ca. Les recruteurs nous accompagnent tout au long du processus de manière efficace.,0.00057786173,0.99680734,0.0026147824
The interview process was fair and lasted for 45min. The student starts with a 3min into then answers questiosn coming from a senior student a teacher and a former student,0.0005691319,0.9968798,0.0025511289
Envoi d'une candidature puis rappel par la direction des ressources humaines. J'ai ensuite obtenu un rdv avec la RH qui est la première étape. Par la suite un rdv a été fixé avec le responsable du service en charge du recrutement. L'entretien s'est très bien passé et j'ai été rappelé une semaine environ plus tard pour me faire une propostion.,0.0009851009,0.99652344,0.0024915354
Processus très rapide avec un unique entretien pour présenter au professeur parcours et intérêt pour la matière. Puis présentation du rôle TA ce qui est attendu etc. Mise en place dates d’assistanat,0.0005055335,0.993606,0.0058885315
"Après avoir postulé à l'annonce sur Indeed j'avais été contactée rapidement pour convenir d'un RDV.  Le responsable RH m'a bien vendu le poste par téléphone. Le RDV se passe très bien et on me fait savoir que je serais en poste prochainement. Sauf qu'on me recontacte pour un deuxième RDV (qui n'était pas prévu) pour rencontrer ma future collègue.  Je m'y rends et suite à ce RDV aucune nouvelle. J'ai rappelé quelques jours plus tard et on m'apprend que finalement le poste a été pourvu en interne. La  ""future collègue"" n'a pas du apprécier mon faciès. Vraiment pas sérieux pour un grand nom.",0.0005444993,0.9975465,0.0019090214
Prise de contact par téléphone pour confirmer la motivation du candidat et convenir d'un entretien physique. Entretien individuel avec le responsable des ressources humaines puis entretien individuel avec le responsable opérationnel.,0.0007495392,0.97786045,0.021390045
J'ai d'abord fait un entretien avec le RH. Puis je me suis entretien avec le directeur du services et à la fin je me suis entretenu avec le responsable de services.,0.0007598612,0.9975141,0.0017260318
I had two interviews each with an INSEAD MBA alumni. The process was pretty efficient and they kept to the timelines they promised. The recruitment staff were not as friendly or helpful as other business schools,0.9931397,0.0065080556,0.00035226077
L'accueil La présentation du candidat La présentation de l'entreprise et du poste proposé La discussion autour de l'expérience du candidat La conclusion et la fin Écoutez observez le candidat  Repérer les points clés du CV/ lettre de motivation Prévoir un lieu calme Préparer des questions Envoyer un mail clair et précis au candidat sur les infos pratiques du RDV Préparer le test d’aptitude/ personnalité Préparer une présentation vendeuse de l’entreprise,0.00040374332,0.9974758,0.0021204536
Nothing particular about the interview except that the recruiter didn't tell us in advance how we will get in touch.   I was told I would be contacted in a week. Three weeks went by without any response. I didn't expect that from one of the top business schools.,0.9935656,0.00630384,0.00013054507
severals phone interviews for the screening process followed by a skype interviews and subsequently several face to face interviews all in one day. The offer was made the following week.,0.00046548995,0.99895763,0.0005768509
I had to pass 2 interviews with the alumni. It was actually a great experience. Bith interviews were in free form meaning that I presented my self and then I've been asked questions regarding my background and motivations.,0.0039334656,0.27085027,0.7252162
entretien téléphonique avec les RH puis rencontre avec le professeur dirigeant la recherche. Discussion sur le poste et les avantages d'être à INSEAD. Beaucoup de discussion sur le fait que le poste soit basé à Fontainebleau donc long de trajet pour les employés de Paris.,0.00052131154,0.99567235,0.0038063312
 entretient téléphonique avec la RH sur le parcours du candidat  entretient technique via skype (singapore) avec le responsable d'equipe technique  entretient RH sur site et discussion des avantages et salaire,0.00031699537,0.9957918,0.0038911917
Fairly straight forward  3x rounds with HR included Line manager provided most of the questions followed by the head of department who basically validated if the hire was suitable. Selection process from interview to offer stage took less than a month,0.006946692,0.018077038,0.97497624
Entretien à plusieurs étapes en français,0.0009916205,0.99209493,0.006913387
Plusieurs entretiens pour vérifier vos motivations et capacités,0.00089161616,0.9933876,0.00572084
Premier entretien au telephone puis entretien physique qui a eu lieu dans un café  il a fallu décrire sa motivation entretien imaginaire avec un passant. Questions sur la résilience et surtout sur la connaissance de l'association à défendre ses valeurs donner des chiffres des actions effectuées etc,0.00049461203,0.9984138,0.0010915858
Entretien Visio ou téléphonique assez rapide aux alentours des 20 minutes. Question banales motivation connaissez vous l'ONG ect...  Candidature faites via leur site internent  réponse rapide ( moins d'une semaine ) et entretien dans la foulée ( meme si il a était reporté deux fois).,0.00047594367,0.9987643,0.00075985194
Un entretien de 30 minutes avec un responsable. Avec: Des questions sur mes expériences précédentes; Des questions sur mon engagement associatif; Des mises en situations.L'entretien s'est bien déroulé la réponse a été donnée rapidement.,0.00064605445,0.99749184,0.0018621901
A few short questions from recruiter why you want to work here why you are right for the job etc. Show passion and negotiation skills. Recruiter puts you in hypothetical situation and you must react (one in which you must convince individual to sign up to monthly contributions),0.007111907,0.99259263,0.0002954972
J'ai postulé en ligne ensuite j'ai passé un entretien téléphonique. Le dernier entretien a eu lieu par Skype et je devais fournir des dossiers complémentaires. A l'entretien on m'a expliqué la mission présenté l'association concernée me poser de questions sur mes motivations pour ce poste surtout que la mission a lieu en hiver.,0.0007353189,0.99770147,0.0015631409
Entretien a duré à peu près d'une demie heure.  Le recruteur a posé des questions sur lma personnalité ainsi que des questions concernant la connaissance de metier. Un jeu de rôle qui a pour but d'animer notre capacité.,0.00081718375,0.9978835,0.0012992724
Dans un bar d'abord il nous demande de nous présenter puis question sur l'association que l'on va proposer aux passant exercice de mise en situation à la fin on m'a rappelé le soir pour me dire que j'étais pris,0.0007988814,0.99786747,0.0013336608
Premier entretien téléphonique : il faut se préparer. Se renseigner sur  l'ONG pour laquelle on a postuler c'est très important. Je n'ai pas apprécier cet entretien j'ai senti qu'on voulait me mettre des bâtons dans les roues et j'ai trouvé le recruteur méprisant. J'ai quand même réussi à être sélectionnée pour  passer un entretien d'embauche dans un café le lendemain. Je me suis mieux préparée et puis finalement je me suis senti plus à l'aise. Le plus important: rester soimême !!,0.00061265077,0.99714977,0.0022375472
"Une première approche téléphonique qui s'est conclu par un entretien avec un recruteur dans un café. Expérience très mauvaise dès le début j'ai eu la sensation que le recruteur m'avait catalogué et à cherché la petite bête tout le long de l'entretien pour me descendre. Il aussi fait une petite reconstitution comme ci je l'interpellai dans la rue. De plus il a beaucoup insisté sur la capacité à ""demander de l'argent dans la rue"". En prime j'ai eu le droit à une superbe question : ""mais psychologiquement tu te sens bien ?""",0.00077784323,0.9966943,0.0025277652
Il faut postuler en ligne. Ils répondent généralement rapidement par téléphone. Ils posent quelques questions au téléphone et nous donnent un lieu pour l'entretien d'embauche c'est généralement dans un café: Le Grand Cerf ou Spicy Home,0.00040413157,0.99799854,0.0015972895
L'entretien s'est fait via Skype et a duré environ 15 min. Le recruteur mettait à l'aise et finit l'entretien avec une simulation du job. Je n'ai pas aimé ce format d'entretien via skype et était très mal à l'aise durant la simulation. Mais le recruteur était plutôt rassurant et a donné une réponse très rapidement.,0.00051890564,0.9977575,0.0017235599
Bref entretien téléphonique afin d'apprécier la motivation du candidat ainsi que sa connaissance minimum de l'entreprise et du client. En cas de succès de l'entretien téléphonique un rdv pour un entretien physique est fixé. Celuici a eu lieu dans un bar.,0.0007901586,0.99655104,0.0026587734
Entretien téléphonique dans un premier temps puis un entretien face à face avec le responsable régionale . Entretien téléphonique dans un premier temps puis un entretien face à face avec le responsable régionale,0.00048460162,0.9976864,0.0018289607
L'entretien s'est déroulé en France  dans un café le chef/ recruteur avait 45min de retard  question assez faciles cependant il m'a fait une promesse  comme quoi il me rappellerai le lendemain  qu'il n'a pas tenu et j'ai dû attendre 4 jour pour avoir une reponse.,0.0006358448,0.99768865,0.0016755539
Entretien sur la personnalité avant tout il faut être bien renseigné sur le modèle des Ong et la nécessité de collecter des fonds les hard skills ne sont pas utiles réellement le socio type sportif aimant les relations humaines et ouvert sur le monde est pertinent.,0.0009752549,0.99672,0.0023047228
