Comment,Negative,Neutral,Positive
Vor MGV also ca 30 Leuten. Nur der Vorsitzende hat das Gespräch geführt. War schwierig weil die Atmosphere nicht gestimmt hat. Gespräch war aber schon lange her Inzwischen vermutlivh anders,0.00077945425,0.99817634,0.0010442163
Entspannte Atmosphäre und sehr freundliche Mitarbeiterinnen und Mitarbeiter. Ich habe mich direkt wohlgefühlt und wusste dass es mit diesem Team gut laufen würde. Das Gespräch fand mit der StandortLeitung vor Ort und der bisherigen Projektleitung statt.,0.001829109,0.9962431,0.0019276949
Kurz und freundlich. Der Raum war etwas beengt aber es war okay. Die Leitungen haben sich nicht ganz abgesprochen und haben viel über die Stelle erzählt aber wenig über mich wissen wollen. Ich habe sofort d Zusage erhalten ( bestimmt wegen des Personalmangels). Dann 2 Wochen später angefangen.,0.00086981204,0.9976131,0.0015171171
Es war ein super professionelles und aufschlussreiches Bewerbungsgespräch gewesen. Alle Fragen wurden beantwortet und man hat sich gut aufgehoben gefühlt. Gleichzeitig wurde einem sehr gut verdeutlicht wie die zukünftige Tätigkeit aussehen würde.,0.003928264,0.99380636,0.00226546
Very smooth boss was very polite and respectful. It took about 30 minutes and he answer all my wuestion. I had apponintment and they were in time. Very professional and kind.,0.008587467,0.37129554,0.620117
The interview was Fair . They look for motivation and drive. Prepare by reading some scientific papers for the position in which you’re applying for.   Be sure to prepare some presentation slides of the work you’ve done previously. ,0.0009308486,0.9942977,0.0047715222
I had one interview for charite it was 30 minutes the supervisor was nice so were my colleagues and I did 15 minutes presentation about my master's degree work however they didn't give me the job now I'm expecting an interview can you help me to prepare so I get the job offer,0.09761903,0.9020191,0.00036182927
Zunächst gab es ein halbstündiges onlineGespräch mit der gesamten Leitungsrunde. Jeder stellte sich vor und es wurden einige Fragen zum Werdegang gestellt. Dann erfolgte erneut ein persönliches Gespräch vor Ort mit dem Klinikdirektor. Es wurden Fragen zur aktuellen Forschungsarbeit gestellt.,0.001350773,0.99711204,0.001537136
Inkompetenz auf hohem Niveau. Gesucht wurde ein Knecht für diverse Dienste. Bezahlung Fehlanzeige. Potentieller Arbeitgeber konnte keine Auskunft geben was die Aufgabengebiete wären. Seriosität sieht anders aus. Besser ist man woanders aufgehoben.,0.00183661,0.9951874,0.0029759752
Sehr professionell organisiert gewesen vor allem wegen der Pandemie. Es herrschte eine angenehme Atmosphäre. Die Tätigkeit wurde sehr detailliert beschrieben und weitere Informationen folgten per Email.  Man konnte sich somit ein sehr gutes Bild von der Tätigkeit machen.,0.0020862678,0.9964477,0.0014660364
 1. Gespräch fand statt mit Führungskraft und einer Kollegin aus dem Bereich  2. Gespräch ein paar Tage später mit einem Kollegen aus dem direktem Team sehr lockere Atmosphäre über Teams,0.0005948963,0.99670535,0.0026997312
One presentation interview 1 panel interview and interviews with each of the 5 PIs I choose in my application. This was for BSIO graduate school interviews in 2015. It was a pleasant experience as our transportation fares as well as hotel stays were paid for during the one week of interviews in Berlin.,0.00021229954,0.0007271557,0.9990606
Ein sehr freundliches und kollegiales Gespräch in dem ich mich wohl gefühlt habe und meine Stärken hervor bringen konnte. Das Gespräch fand in den Räumlichkeiten der Charite statt. Mir wurde ausführlich erklärt welche Aufgaben auf mich zukommen werden und was von mir erwartet wird.,0.0018637595,0.9958882,0.0022480697
Es war sehr unkompliziert. Die Atmosphäre war sehr locker und entspannt. Dresscode war kein besonderer. Kollegen hat man auch kennengelernt. Eine Lab Führung hat man bekommen. Das Gespräch ging ca. 45 min lang.,0.0030885257,0.9959502,0.00096118293
Sent my application by postal. Received a call after 2 days and got invited for an interview. Got the job on the same day. Received the contract a week after and started my job right away.,0.0011747107,0.99802434,0.00080090895
Herr Philip Schipmann hat mich interviewed. Es war die beste Mischung zwischen freundlich aber auch harte Fragen die ich beantworten musste. Diese Art und Weise hat mich definitiv überzeugt bei der Charite zu arbeiten.,0.0013077884,0.99727696,0.0014152933
 Begrüßung der Bewerber und Vorstellung des Tagesablaufs 1. Schriftlicher Test in Einzelarbeit 2. Teamworktest; Aufteilung in 2 Gruppen á 45 Leute 3. Einzelgespräch aufbauend auf den ersten Test   Verabschiedung der Teilnehmer,0.0006227248,0.9975435,0.0018336762
Zuerst habe ich mich schriftlich beworben mein Abiturzeugniss sowie ein polizeiliches Führungszeugniss usw eingeschickt. Als ich eingeladen wurde absolvierte ich zusammen mit noch 10 Anwärtern erst einen schriftlichen Test in dem wir einer guten Freundin oä. einen Brief schrieben sollten in dem stehen sollte wieso wir uns an der Charité beworben haben. Danach wurde in Kleingruppen eine Aufgabe gestellt bei der wir beobachtet wurden. Wir sollten zwischen 2 Tischen eine Brücke aus Papier bauen. Als Letztes folgte das dirkete Gespräch bei dem mir 2 Mitarbeiter der Charité (ein Praxisanleiter und eine Lehrerin..was ich bis dato nicht wusste) gegenüber und stellten mir verschiedenste Fragen (wieso gerade diese Ausbildung wieso an der Charité was sind deine Stärken u. Schwächen usw... ).,0.00072863384,0.9980282,0.0012431825
Ursprünglich wurde ich per EMail für das Telefoninterview kontaktiert.Nach dem Telefoninterview wurde ich aufgefordert nach Berlin zu kommen und eine Präsentation meiner bisherigen Doktoratsarbeit zu halten. Unterkunft und Frühstück wurden mir zur Verfügung gestellt aber keine Reisekosten gewährt oder rückerstattet. Ich absolvierte ein 1:1Interview sowie auch ein Meeting mit den meisten Labormitarbeitern und wir sprachen über die Vorzüge und Nachteile des Labors. Später folgte eine ausführliche Diskussion mit dem Verantwortlichen für das Labor und dann das Warten auf die InterviewErgebnisse.,0.0018047268,0.9967006,0.0014946501
Kontaktaufnahme per EMail / Telefon Vortrag über Diplomarbeitsthema. Kritische Fagen zum Thema. Spezielle Fachfragen (wie eine Diplomarbeitsprüfung). Diskussion über wissenschaftliche Interessen und zukünftige Vorstellungen. Mögliche Kooperationspartner und mögliche Fortbildungsveranstaltungen.,0.0011466751,0.9930875,0.005765803
I had several interviews. One of the interview was on the phone very friendly. Then a second interview happened in the hospital where i was interviewed by several future colleagues. The chefArzt tested general questions on my speciality. I was presented by a fomer colleague of him which eased the process.,0.00046081337,0.9883889,0.011150297
Online beworben wurde zum persönlichen Vorstellungsgespräch eingeladen. Nach ein paar Standardfragen über meine Erfahrung musste ich einen praktischen Test absolvieren in dem ich mir (an einem Computer) ihren Quellcode ansehen und ein paar Fragen dazu beantworten musste. Komischerweise bestand die Quellcodedokumentation aus Worddokumenten und der Quellcode wurde nicht kompiliert. Die Frage lautete etwa: Was sagen Sie zu diesem Code? Ich sagte: Er kompiliert nicht die Antwort nach der sie suchten war dass es nur ein 'Entwurf' sei und nach Möglichkeit 'richtig' gemacht werden solle. Danach fragten sie ob ich an einem zweiten Gespräch interessiert sei und ich lehnte ab.,0.0013354212,0.99769175,0.0009729118
Self Introduction Show your previous projects Tell them what you can do according to Job requirements They ask some questions about your project and the skills you have Wait for the feedback,0.0006780342,0.9989629,0.0003590603
" zu Beginn Vorstellung des Teams / der Arbeit  ein paar allgemeine Fragen sowie Fragen zu bisherigen Modulen im Studium  das Vorstellungsgespräch lief eher wie ein persönliches Gespräch nicht wie ein ""Verhör""",0.0007959096,0.99774855,0.0014554728
Es war sehr informativ angenehm und ein gutes Kennenlernen und erster Eindruck. Konnte alle relevanten Personen kennenlernen insb. auch das Team. Es wurde eine Woche zeit zum überdenken des Angebots gegeben mit dem Thema Befristung wurde offen und ehrlich umgegangen. Die Tätigkeit wurde gut beschrieben.,0.0024009538,0.9963058,0.0012932962
The interview is very relaxed like small talk. Questions are also easy to answer just some information about myself. The interview is very fast around 30 minutes. It would be better if you prepared the knowledge about the thesis topic just in case.,0.0013125187,0.98999083,0.008696641
it was okay everything went well i think it was good so am positive about the outome of the interviews in general. looking forward for the results and what they will offer me,0.0005804289,0.9981933,0.0012261949
The interview process typically involves a lot of questions about your past experiences and the process was same like other job interviews. So make sure that you know what you did in the past,0.007993153,0.99179536,0.0002115646
The interviewed was centered on the experiences and projects (the RISCV ISA and general FPGA/ASIC design) I had on my resume and the interviewers were friendly. All considered It was a good interview experience.,0.002031649,0.20633622,0.7916322
Bestehend aus 2 Vorstellungsgesprächen Erstes Vorstellungsgespräch: Online generelle Fragen und Kennenlernen Zweites Vorstellungsgespräch: In Präsenz Vortrag und Fachfragen Erste Gespräche sehr nett offen und transparent. Den Vortrag im zweiten Gespräch empfinde ich als zu viel Arbeit für ein Vorstellungsgespräch.,0.00085667934,0.99385697,0.0052863164
I was asked about technical questions and was asked to do a live coding test. Then I was asked about how did my past projects go and what I learned during my past projects.,0.0010486299,0.99860734,0.00034400582
 Lebenslauf vorstellen  Erklären inwiefern die bisherige Erfahrung mit der Stelle zu tun hat; wie man sein Lebenslauf mit der Stelle in Verbindung bringen kann  Bisherige wissenschaftliche Arbeiten aufzählen  Die dazu verwendeten Methoden aufzählen (Umfragen etc.)  Wie man die Umfragen erstellet hat zb erzählen  Insgesamt ca. 45 min.,0.0006738847,0.9981464,0.0011797919
Das Fachgespräch also das Erstgespräch verlief in entspannter und angenehmer Atmosphäre und dauerte ca. 15 Stunden. Das zweite Vorstellungsgespräch HR gab einen gewissen Druck der zweieinhalb Stunden dauerte aber das Ergebnis war nicht zufriedenstellend.,0.0013151816,0.9969753,0.0017095369
Received an initial mail for an interview. The interview was held online and basic questions about skills relevant to the job. Was informed about office policies hr & admin stuff etc. Was notified about the result in 3 days.,0.0003689447,0.99851483,0.0011161577
HR and technical interviewers are taken part in the procedure. In my observation they are very careful listeners enthusiastic to learn and know about you in all the ways that are possible.,0.0007099504,0.99738294,0.0019071345
War sehr informativ und die Menschen waren nett. Ich habe über mich erzählt und Fragen geantwortet. Das Gespräch haben 2 Personen geführt. Ich war ein bisschen nervös aber alles ist gut gelaufen.,0.0012723169,0.99776244,0.0009652774
Gesprächspartner war sehr nett und freundlich. Ist auf alle Fragen eingegangen und hatte das Unternehmen erklärt. Es wurde auf Covid Reglungen geachtet und das wesentliche besprochen. Das Entgelt wurde am Ende des Gesprächs auch genannt.,0.0035530692,0.99496645,0.0014804461
It took so long time to get the response and have the contract. The work environment is very individual. You can have a meeting with your main supervisor once per week.,0.9985586,0.0013080569,0.00013327012
57 slides to introduce yourself and design a state machine software skill research experience interests 57 slides to introduce yourself and design a state machine software skill research experience interests,0.00024886086,0.9985322,0.0012188521
Mir wurde das Projekt vorgestellt und die Struktur der Gesellschaft erklärt. Es war schnell klar dass es von mir abhängig war ob ich den Job mache. Bezahlung reicht nicht mal zum Essen aus.,0.002666157,0.9959448,0.0013890386
1. Video interview with hiring manager and one team member 2. Onsite interview with hiring manager and two ohter team members Interview atmosphere was overall very friendly straight forward traditional interview process introduction from both sides reasons why you applied very transparent about what your tasks could look like and fair questions to how you would handle certain difficult situation in the job.,0.0025773072,0.0828527,0.91457
It was a really nice experience. The interviewers were very friendly. We would have a cool interactive feel. Very nice experience for a firsttimer. It lasted about 45 minutes. I was given feedback right after the interview which gave me a positive feel.,0.0002812311,0.0020520077,0.99766684
Smooth and Friendly interview started with the introduction of the company and projects they are working on and the project on which my job will be focused. Then my introduction to the interview panel and then some general questions as well as technical questions in the area of working.,0.0010386358,0.22918598,0.7697754
Create a presentation regarding experience on the topic and what you expect from the group. Scientific questions will be asked but a very safe and friendly environment to chat and convey information.,0.00031104742,0.00064762105,0.99904126
Das Vorstellungsgespräch das ich vor Kurzem hatte war wirklich großartig aus Bewerbersicht. Schon beim Betreten des Raumes wurde ich herzlich von den Interviewern begrüßt und direkt auf meine Stärken angesprochen. Während des Gesprächs wurde ich sehr respektvoll behandelt und die Fragen waren interessant und fordernd aber dennoch fair. Ich hatte das Gefühl dass die Interviewer wirklich daran interessiert waren mich als Person kennenzulernen und nicht nur meine Fähigkeiten zu bewerten. Am Ende des Gesprächs wurde ich sogar gefragt ob ich noch Fragen oder Bedenken hatte was mir das Gefühl gab dass ich wirklich wichtig war und nicht nur ein weiterer Bewerber. Alles in allem war es ein tolles Erlebnis das meine Begeisterung für die Stelle noch weiter gesteigert hat.,0.001775581,0.99696726,0.0012571382
Zuerst wurde ich gebeten mich und meine Erfahrungen vorzustellen. Im Anschluss wurde gefragt was ich mir unter dem Job vorstelle. So sind wir ins Gespräch über Aufgaben und passende Erfahrungen gekommen,0.0021340547,0.9966041,0.0012617913
one round of interview with the supervisor and manager head. Explained regarding the thesis topic in detail and asked about my previous experiences and interest. The start date and relocation possibility was asked,0.00037516077,0.9991949,0.0004298764
The interview was friendly and not stressful as I thought it would be. During the interview I felt that they were really interested and always happy to see students who are curious and eager to learn.,0.0022419528,0.099670805,0.8980872
What is the possibility of manufacturing tricycle with 3 source of charging Lithuim batteries that are used on it. These resources of charging are : 1) Pedal with Dinamo 2) solar panel 3) cable from direct electricity socket.,0.00040586325,0.9982132,0.0013809572
Interview war entspannt. Aber der Interviewer wusste nichtwelche Hochschulabschulss ich besitze trotzdem ich in meiner Lebenslauf darüber eingetragen habe. Er fragte nur nach bezüglich meiner Selbstvorstellung.  Der Entscheidungsprozess wurde 3 mal verschoben. Ich musste immer noch darauf warten.,0.0015411857,0.9969722,0.0014865946
Interview was kind of normal and chill. They asked me if my internship is a mandatory one. I told them it is a voluntary internship. The question they asked were mostly about basics in CFD.,0.00040603842,0.9987459,0.00084806076
It was informative. The interviewer explained a lot regarding the possible opportunities in Fraunhofer. The questions were adequate. Basically it was a great interview experience. I would love to work there.,0.0007704084,0.006305657,0.992924
Ich habe eine Einladung zum Vorstellungsgespräch nach einer Woche meiner Unterlagen Zusendung. Das Gespräch war sehr angenehm in dem ich gefragt würde über meine Erfahrung mehr zu erzählen. Es ist ungefähr 30 Minuten lang.,0.0011931638,0.99732,0.0014867968
Contain questions regarding my past experience like what challenges you faced and how did you solved them and some java related questions like from Java Stream REST API  and Functional Programming.,0.0003041161,0.99885976,0.00083615194
it was easy going some technical questions related to project and previous experiences were asked.Overall it was good . The working environment is well and friendly. There were two rounds basically .Its always good to know your description well and study about the company profile whick makes the preparation well managed.,0.0030586517,0.2621726,0.73476875
Im Vorstellungsgespräch haben sich alle Beteiligten transparent vorgestellt es wurde auch die Organisation vorgestellt. Danach erfolgte eine vorbereitete Präsention meinerseits mit anschließender Fragerunde (beiseitig). Das Gespräch wurde sehr angenehm geführt und es herrschte eine gute Stimmung. Am Schluss wurde der Zeitraum für die Rückmeldung/Entscheidung genannt.,0.0019638308,0.99571675,0.0023193394
Das Vorstellungsgespräch war sehr angenehm und nett. Es war jedoch etwas zu inoffiziell wir saßen im Pausenraum. Klassische Fragen wurden gestellt. Es wurde jedoch die Stelle etwas schmackhafter gemacht als sie im Endeffekt war.,0.0020448908,0.9966858,0.0012693184
Es war virtuelles Gespräch. Es wurden sehr viele fachliche Fragen gestellt. Leider war etwas bedrückend obwohl es nur eine Werkstudentenstelle war. Ich wurde dann abgelehnt was mir im Nachhinein recht war.,0.001645044,0.9968856,0.001469361
Erst telefonisch ein Gespräch. Dann noch einmal am Ort. Grundsätzlich entspannt. Fraunhofer vorgestellt bekommen. Bisschen über einen selbst erzählt. Ein bisschen die anderen Kollegen vorgestellt bekommen. Im Anschluss relativ schnell die Zusage bekommen,0.0013788716,0.9963283,0.002292931
2 stufiges Interview 1. Interview: Standard   Vorbereitung Präsentation von 15 min zu einem Thema ihrer Wahl der die momentane Arbeit gut abbildet.  2. Kennenlernen Team Orga: Durch den öffentlichen Kontext viele strikte Vorgaben hinsichtlich Gehaltsspielraum,0.00049380434,0.9982293,0.0012768478
It was easy friendly and took not long steps to be done. The interview was checking the technical and soft skills in the same time. The interview took 1 hour in total with 10 minutes for my questions and 10 minutes for interivewer extra questions regarding the hiring process.,0.0031827008,0.9506222,0.04619507
Lockeres Treffen in der Cafeteria des Instituts mit lockerem Gespräch dann Durchgang durchs Gebäude und die Labore mit etwas ernsterem Gespräch im Anschluss im meeting Raum. Insgesamt sehr angenehm und lockere Atmosphäre.,0.0007516975,0.99622655,0.0030217408
they asked general question about my CV and why am I interested in the position and also to describe my previous work. They don't ask a very deep technical. The technical questions are very easy,0.0007031938,0.9986111,0.0006856761
 Greetings Demo the technical test part 1  programming task They ask some questions related to my code Demo the technical test part 2  architecture task They asked some questions related to my diagrams Clarify some points in my CV Introduce me the team and explain how they organize ,0.00032539395,0.998437,0.0012376019
never had an interview unfortunately although I was expecting one. on the other hand there are much more opportunities in other fields. Although applying to the suitable position most companies would reject you for the high competency level . Having more skills and certificates is a plus to all companies,0.0011152569,0.99749666,0.0013880972
Es handelte sich um ein sehr angenehmes Vorstellungsgespräch mit einer sympathischen Führungskraft sowie einem Teammitglied. Ablauf: Vorstellungsrunde > Fragen durch das Unternehmen > Vorstellung der Stelle > Fragen des Bewerbers,0.0013062321,0.9962773,0.0024165292
Gespräch über 2 Runden mit Wissenschaftlichen Hilfskräften Doktoranden und einem Professor. Sehr angenehmes Gespräch aber teilweise lange Wartezeit auf Folgetermine. Es wurden viele fachliche Fragen bezüglich meines Studiums gestellt und warum ich genau diese Stelle anstrebe.,0.0014216363,0.9963253,0.0022529194
Sehr gut. Es hat mir gezeigt dass ich dort eigentlich arbeiten wollte habe dann aber noch einen Job in meiner Umgebung bekommen und deshalb abgelehnt. Sehr nette und Kompetente Gesprächspartner. Alle waren sehr interessiert.,0.0026972236,0.9965695,0.0007332033
Rückmeldung erfolgte sehr schnell. Das Unternehmen und gegenwärtige Projekte wurden sehr professionell präsentiert. gute Kommunikation und respektvoller Umgang. Anschlißend Selbstpräsentation und Lebenslauf Besprechung.insgesamt freundlich angenehm und  entgegenkommend. Offen für Neuzugänge.,0.0026035518,0.99491125,0.002485143
Sehr nette höfliche Atmosphäre. Das Vorstellungsgespräch wurde mit der dem Leiter der Fachabteilung geführt. Es wurde von Seiten der Fachabteilung viel über das Unternehmen und die Stelle erzählt und Fragen meinerseits sehr ausführlich und geduldig beantwortet.,0.002826777,0.99517375,0.0019994983
Zunächst Virtuell 2. Gespräch dann life sehr angenehme Gesprächsatmosphäre man konnte jederzeit Gegenfragen stellen und auf die persönlichen Anliegen wurde eingegangen. Man kam sich nicht vor wie eine Nummer. Fangfragen wurden nicht gestellt.,0.001571723,0.9967968,0.001631513
Das Gespräch war sehr angenehm. Nach der Vorstellung meiner Gesprächspartnern habe ich mich Vorgestellt. Ich habe danach meine Fachkentnnisse / Erfahrungen in Form einer PowerPointPräsentation vorgestellt. Danach wurde ich über spezifische Details der Präsentation und über meiner Motivation und Erwartungen gefragt.,0.0008965727,0.99764663,0.0014567691
Präsentation von 15 min über sich selbst und den Werdegang danach weitere Fragen zum Lebenslauf und zu den stellenrelevanten Fähigkeiten. Im Prinzip der ganz normale Bewerbungsgespräch Ablauf wie bei jedem anderen Arbeitgeber nur dass man eine etwas längere Powerpoint halten musste die innerhalb von 3 Tagen anch Einladung zum Gespräch fertiggestellt werden musste.,0.0010560768,0.9956246,0.0033193515
First the interviewer introduced Fraunhofer and their department. He explained the content of their research. Then I was asked about my backstory and experience regarding the work. Then we proceed to some technical questions.,0.00032754184,0.9988558,0.0008166192
Verstellung Gespräch war sehr angenehm sachlich und auch meine Interessen wurden gefragt. Ich habe schließlich Job Angebot bekommen und arbeite seit einem Jahr im Unternehmen . Zwei Runden insgesamt der zweite ist Vorstellung dem Teamleiter und Angebot wurde gleichzeitig gemacht.  Als Studentin bekomme ich relativ hoch es Stundenlohn,0.001978498,0.9960859,0.0019356374
First they asked me why I wanted to join Fraunhofer and if I am passionate towards IT. Then they moved on to technical questions related to Python because of the role . Lastly they asked when I could join.,0.0006573885,0.9989484,0.00039434337
The interview was in english and the interviewers were really friendly. I was quite relaxed thanks to them. It was mainly focussed on what I have done during my studies at the uni.,0.0010738071,0.07842937,0.9204968
Interviewers did a short introduction of themselves and the company location. Then came a 10 minute presentation of the applicant followed by questions from interviewers. At the end of the presentation the group head made a short presentation the current research activities.,0.0009748524,0.9984964,0.00052878767
The job was elaborated on by the interviewers. Then a short introduction of the qualifications followed by a mini technical quiz and a few theoretical questions. Lasted about an hour,0.0015147654,0.9982344,0.00025085078
Calm relaxed atmosphere mainly discussion on the work based in Resume. Both theorital and practical questions then task objective discussion and other logistics and organisational matters discussion. Finally there is usually a waiting period after which we obtain the final offer,0.0030595097,0.7308343,0.2661062
First you must submit some document describing your self. Next you would get an offer of interview on call. If you pass it You will be invited to a final interview in person. ,0.0004628972,0.99861586,0.00092128717
Group leader and the members of the team. Online through Microsoft Teams. The duration of the 1st interview was about half an hour. I was asked to describe myself. The group leader talked on their projects.,0.00035201537,0.9934582,0.0061898394
MS Teams interview nach erstem Telefonat. War ziemlich entspannt. Gefragt wurde zu bisherigen Tätigkeiten und was beim der Masterarbeit im Detail gemacht werden soll. Antwort  kam nach ca. 2 Tagen.,0.0013909097,0.9972274,0.0013817706
Good it was nice  had to do a presentation then just questions about what I did in the past and get to know it was n i c e and why do i need to write 30 worlds minimum glassdoor is so stupid i just want to look at some salary reports but instead i'm forced to enter something. what if i had no experience at all ? it is a very bad idea to force people to leave reviews and information,0.6220195,0.37575048,0.0022300337
Empfang direkt am Eingang danach Gespräch im Büro mit zukünftigen Ansprechpartner / Vorgesetzten. Intro durch Arbeitgeber und dessen Vorstellung. Danach Fragen zu meinem Werdegang und zur möglichen Tätigkeit. Direktes Angebot nach dem Gespräch.,0.0010606917,0.9963018,0.0026374757
They responded about 2 months later with a short notice interview which was about 30 minutes long.  Asked me little questions about my Background and were mostly interested in what I have already built myself such as custom PCs.,0.009980003,0.98977554,0.00024450122
Super smooth. Friendly people which really help you throughout the process conviniently. The  interview process was quick and all went smoothly. After the interview you get a quick and descent reply from the reponsible person.,0.00029769418,0.0014078508,0.9982944
They gave a problem asked me to explain how i could solve it as my thesis. Then they asked some basic questions about my profile and explained their work in detail.,0.0019981733,0.99776125,0.00024049448
Man hat die Rückmeldung innerhalb von zwei Wochen bekommen. Ich wurde vor allem von meiner praktischen Erfahrung gefragt. Der ganze Ablauf lief schnell und un kompliziert und die Atmosphäre war ganz angenehm.,0.0023911982,0.9957039,0.0019049702
Submitted the CV online. After a few weeks I was invited to an online interview with the PI and a few members of the team. I presented my previous work and was then ask questions.,0.0005104588,0.9988071,0.0006824813
Die Vorstellungsgesprächspartner sind sehr nette Menschen mit denen man von Anfang an ein gutes Einfühlungsvermögen hat. Das Interview hatte eine technische Richtung in der die allgemeinsten Punkte für den Anfang der Projektentwicklung bekannt gemacht wurden.,0.0014120792,0.99626356,0.0023243583
Kennenlernen in netter Runde mit den relevanten Abteilungsleitern und Gruppenleitern. Vorstellung des Instituts und der wesentlichen Technologien. Im Anschluss Vorstellung des Bewerbers in klassischer Selbstpräsentation. Im Anschluss fachliche Fragen zu relevanten Punkten der bisherigen Laufbahn. Insbesondere war von Interesse wie der Bewerber mit seinen Fähigkeiten Methoden und Kompetenzen sich für die neue Stelle als geeignet sieht. Dauer 1h die Atmosphäre war locker und entspannt. Im Anschluss gab es eine EMail mit einer Einladung zu seinem zweiten Gespräch im Beisein der Institutsleitung eine Woche später. In dem zweiten Gespräch war primär die Motivation und Einstellung des Bewerbers von Interesse man sollte Begründen können warum man sich wann wofür entschieden hat. Fernerhin war von Interesse wie man seine berufliche Zukunft gestalten möchte. Bei allem wurde ein Augenmerk auf eine gewisse Eloquenz und den allgemeinen persönlichen Eindruck gelegt. Das Gespräch war äußerst stringent und zielorientiert und gleichzeitig persönlich und entspannt. Nach ca. 20 Minuten endete das Gespräch mit einer Zusage seitens der Institutsleitung welche dankend angenommen wurde.,0.0016279576,0.99728966,0.0010824072
It was a technical interview related to analog circuit design and layout techniques. design approach models and methods. basic knowledge is required to attend the interview. grid method smallsignal method,0.00031642558,0.9989435,0.00074013945
The interview lasted about half an hour. At the beginning it was an introduction to the interviewer and the specific project of the job and then some simple questions about the resume.,0.0007187654,0.9987293,0.0005519808
Sehr respektvoll und professionell. Das Vorstellungsgespräch dauerte mindestens 30 min. Am Ende des Gesprächs konnte ich einen Rundgang durch das Unternehmen machen. Der Prozess ist sehr langsam. Ich musste einen Monat warten bis ich eine Absage für die Stelle erhielt.,0.002130037,0.9960574,0.0018125596
Was hast du gemacht. In welchen Bereich hast du Interesse. Passt dir IT gut an oder willst du mehr mit Hardware arbeiten? Es fokusiert auf Lebenslauf. Also muss man gut sich vorstellen.,0.00092812866,0.99837685,0.0006950845
Es war ein sehr nettes Gespräch und es hat ungefähr eine Stunde gedauert. Es waren mindestens 7 Fragen und natürlich haben sie die Stelle vorgestellt und einen Blick auf die Aufgaben gegeben.,0.0023731703,0.99581933,0.0018075423
Vorstellungsgespräch mit sehr angenehmen Gesprächspartnern und einer sehr angenehmen Atmosphäre. Man hat die Gelegenheit seine Interessen zu erklären und so den Inhalt des Praktikums mitzubestimmen. Des Weiteren die üblichen Fragen zu Lebenslauf Kenntnissen etc.,0.0012660159,0.99731845,0.0014154698
Was very good comfortable and friendly atmosphere. They asked me questions from my master thesis as well as the basic knowledge about the subject. They were very friendly as well as progressional.,0.00017848407,0.00071099156,0.9991105
